name,displayName,level,health,mana,xpPerHit,xpOnDeath,hitDamageMin,hitDamageMax,goldMin,goldMax,str,end,agi,intel,will,wis,luck,dodge,acMin,acMax,aggro,speed,canAttack,tameable,tameMaxLevel,respawnTimeMs,lootItems
Great Wolf,Grand loup,65,1684,0,6,5780,78,176,116,357,80,73,73,93,0,73,0,270,0,1077936128,100,0,true,false,0,30000,Rough limestone:0.001|Rough malachite:0.02|Finely cut limestone:5.0E-4|Finely cut emerald:0.002|Finely cut malachite:0.01|Rough emerald:0.004
Kraanian Plague,Peste Kraanienne,65,1684,0,6,5780,78,176,116,357,80,73,73,93,0,73,0,270,0,1077936128,100,0,true,false,0,30000,
Necrospider,Necrospider,65,1684,0,6,5780,78,176,116,357,80,73,73,93,0,73,0,270,0,1077936128,100,0,true,false,0,30000,Spider venom:0.03|Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001
Wraith Bat,Chauve-souris spectrale,65,1684,0,6,5780,78,176,116,357,80,73,73,93,0,73,0,270,0,1077936128,100,0,true,false,0,30000,Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02
SKRAUGCLANGBANGAH,Skraug Clangbangah,66,1723,0,51,44808,79,180,118,363,81,74,74,94,74,74,28,274,0,1107558400,100,0,true,false,0,30000,
Kraanian Stomper,Piétineur Kraanien,67,1762,0,7,6168,81,183,120,368,82,75,75,95,0,75,0,278,0,1077968896,100,0,true,false,0,30000,Yellow crystal shard:0.1
Carrion Crawler,Chenille charognarde,68,1801,0,7,6369,82,187,122,374,83,76,76,96,0,76,0,282,0,1078001664,75,0,true,false,0,30000,Mana prism:0.01|Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02
Kraanian Reaper,Faucheur Kraanien,68,1801,0,7,6369,82,187,122,374,83,76,76,96,0,76,0,282,0,1078001664,100,0,true,false,0,30000,
MOBOBSIDIANCONCLAVEKNIGHT,Obsidian Conclave Knight,68,1801,0,35,31845,82,187,122,374,83,76,76,96,76,76,28,282,0,1107820544,100,0,true,false,0,30000,
AARONBROWNBARK,A Walking Tree,70,3758,0,36,67760,85,194,250,770,85,77,77,99,77,77,29,290,0,1108082688,-100,0,true,false,0,30000,
ArenaMobXP70,Arena experience monster (level 70),70,1879,0,0,10164,1,4,0,0,85,77,77,99,77,77,29,290,0,1108082688,100,0,true,false,0,30000,
Deathstalker,Deathstalker,70,1879,0,7,6776,85,194,125,385,85,77,77,99,0,77,0,290,0,1078034432,100,0,true,false,0,30000,Polished bone key:0.05|Adamantite blade:0.0025|Collector book:0.005|Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001|Cord of treachery:0.01|Flask of crystal water:0.01|Flask of crystal water:0.005
Skeletal Centaur,Centaure squelettique,70,1879,0,7,6776,85,194,125,385,85,77,77,99,0,77,0,290,0,1078034432,100,0,true,false,0,30000,Rough malachite:0.02|Rough limestone:0.001|Rough emerald:0.004
Widow Hatchling,Veuve nouveau-née,70,1879,0,7,6776,0,0,125,385,85,77,77,99,0,77,0,290,0,1078034432,100,0,true,false,0,30000,Spider venom:0.01|Rough amethyst:0.02|Rough sapphire:0.004|Rough moonstone:0.001|Flask of liquid spider silk:0.005
Draconis Knight,Chevalier Draconis,72,1961,0,7,7198,88,201,129,396,87,79,79,101,0,79,0,298,0,1078067200,100,0,true,false,0,30000,
Draconis Magus,Mage Draconis,72,1961,0,7,7198,88,201,129,396,87,79,79,101,0,79,0,298,0,1078067200,100,0,true,false,0,30000,
CENTAURCHAMPION,Centaur Champion,75,2086,0,37,39279,93,211,134,412,90,82,82,105,82,82,30,310,0,1108606976,-100,0,true,false,0,30000,
CENTAURCHAMPION1,Centaur Champion,75,2086,0,37,39279,93,211,134,412,90,82,82,105,82,82,30,310,0,1108606976,-100,0,true,false,0,30000,
Dark Warlord,Seigneur de guerre sombre,75,2086,0,7,7855,93,211,134,412,90,82,82,105,0,82,0,310,0,1078099968,100,0,true,false,0,30000,Twisted key:0.03|Mana prism:0.01|High metal hand axe:0.005|Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02|Gem of the Immortal:0.07
MOBGIANTBLACKWIDOW1,Giant Black Widow,75,2086,0,37,39279,93,211,134,412,90,82,82,105,82,82,30,310,0,1108606976,100,0,true,false,0,30000,
MOBHUNTER1,A Powerful Hunter,75,2086,0,37,39279,93,211,0,0,20,22,24,20,25,21,22,310,0,1108606976,-100,0,true,false,0,30000,
MOBHUNTER2,A Powerful Hunter,75,2086,0,37,39279,93,211,0,0,20,22,24,20,25,21,22,310,0,1108606976,-100,0,true,false,0,30000,
Mysticist,Mysticist,75,3011,0,3,5950,30,90,134,412,90,82,82,105,0,82,0,500,0,1077805056,100,0,true,false,0,30000,Escape scroll:0.008|Drachenshield:0.004|Cloak of the Skull:0.02|Manastone:0.01|Scroll of detect hidden:0.01|Scroll of detect invisible:0.01|Scroll of earthen strength:0.01|Scroll of orientation middle:0.03
SKRAUGMOONFIREDANSAH,Skraug Moonfiredansah,75,2086,0,56,58919,93,211,134,412,90,82,82,105,82,82,30,310,0,1108606976,100,0,true,false,0,30000,
Skeleton Warder,Gardien squelette,75,2086,0,7,7855,93,211,134,412,90,82,82,105,0,82,0,310,0,1078099968,100,0,true,false,0,30000,Warders cloak:0.02
Woodstalker,Woodstalker,75,2086,0,7,7855,93,211,134,412,90,82,82,105,0,82,0,310,0,1078099968,100,0,true,false,0,30000,Drachenplate:0.003|Scroll of orientation center:0.05|Hickory compound bow:0.01|Bone tipped arrow:0.02
SKRAUGMEANHEADDRUMMAH,Skraug Meanheaddrummah,76,2129,0,59,63618,102,233,136,418,91,83,83,106,83,83,30,314,0,1108869120,100,0,true,false,0,30000,
ArenaMobXP80,Arena experience monster (level 80),80,2301,0,0,14113,1,4,0,0,95,86,86,111,86,86,31,330,0,1109393408,100,0,true,false,0,30000,
Fenris Wolf,Fenris loup,80,2301,0,8,9409,108,245,143,440,95,86,86,111,0,86,0,330,0,1078198272,100,0,true,false,0,30000,Rough agate:0.02|Rough diamond:0.004|Rough moonstone:0.001|Finely cut agate:0.01|Finely cut diamond:0.002|Finely cut moonstone:5.0E-4|Prismatic armband:0.02
Gangrene Carrier,Porteur de gangrène,80,2301,0,8,9409,108,245,143,440,95,86,86,111,0,86,0,330,0,1078198272,100,0,true,false,0,30000,Rough agate:0.02|Rough diamond:0.004|Rough moonstone:0.001|Garb of the dead:0.005
Nemesis,Nemesis,80,2301,0,8,9409,108,245,143,440,95,86,86,111,0,86,0,330,0,1078198272,100,0,true,false,0,30000,Rough moonstone:0.001|Rough diamond:0.004|Rough agate:0.02
Foul Fiend,Mauvais démon,82,2390,0,8,9876,110,251,147,451,97,88,88,113,0,88,0,338,0,1078231040,100,0,true,false,0,30000,Mana elixir:0.01|Rough carnelian:0.02|Rough ruby:0.004|Rough garnet:0.001
Putrid Beast,Bête putride,83,2435,0,8,10129,112,254,149,456,98,89,89,114,0,89,0,342,0,1078231040,100,0,true,false,0,30000,Manastone:0.01|Rough malachite:0.02|Rough limestone:0.001|Rough emerald:0.004
Fiend Of The Pale,Fiend de le pale,85,2527,0,8,10634,115,260,152,467,100,91,91,117,0,91,0,350,0,1078263808,100,0,true,false,0,30000,Key of the Banished:0.05|Mana elixir:0.01|High metal hand axe 1:0.0025|Rough limestone:0.001|Rough malachite:0.02|Rough emerald:0.004
Toll Troll,Troll à péage,85,2527,0,8,10634,115,260,152,467,100,91,91,117,0,91,0,350,0,1078263808,100,0,true,false,0,30000,Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001|Gothic shield:0.0025|High metal bastard sword:0.0025
MOBSHRIEKERRODENT1,Shrieker Rodent,88,2667,0,42,57052,119,269,158,484,103,94,94,120,94,94,32,362,0,1110441984,100,0,true,false,0,30000,
ArenaMobXP90,Arena experience monster (level 90),90,2761,0,0,17921,1,4,0,0,105,95,95,123,95,95,33,370,0,1110704128,100,0,true,false,0,30000,
MOBCELESTIALCOBRA,Celestial Cobra,90,2761,0,43,59738,121,276,161,495,105,95,95,123,95,95,33,370,0,1110704128,75,0,true,false,0,30000,
MOBCELESTIALCOBRA1,Celestial Cobra,90,2761,0,43,59738,121,276,161,495,105,95,95,123,95,95,33,370,0,1110704128,75,0,true,false,0,30000,
Mortal Wombat,Wombat mortel,90,2301,0,8,9409,108,245,143,440,95,86,86,111,0,86,0,330,0,1078198272,100,0,true,false,0,30000,Polished bone key:0.05|Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02|Finely cut carnelian:0.01|Finely cut ruby:0.002|Finely cut garnet:5.0E-4|Oak compound bow:0.005
Obsidian Assassin,Assassin d'obsidienne,90,2761,0,8,11947,121,276,161,495,105,95,95,123,0,95,0,370,0,1078362112,100,0,true,false,0,30000,Key of the Lost Soul:0.03|Manastone:0.01|Mithril chainmail armor:0.005|Mithril chainmail boots:0.01|Mithril chainmail gauntlets:0.01|Mithril chainmail girdle:0.01|Mithril chainmail helmet:0.01|Mithril chainmail leggings:0.01|Collector book:0.005|Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02|Translucent wristband:0.02
MOBFLESHGOLEM,Flesh Golem,95,6012,0,44,133443,128,291,340,1044,110,100,100,129,100,100,34,390,0,1111228416,-100,0,true,false,0,30000,
MOBGAUZECORPSE1,Gauze Corpse,95,3006,0,44,66721,128,291,170,522,110,100,100,129,100,100,34,390,0,1111228416,100,0,true,false,0,30000,
MOBQUENTINTARANTULA1,Quentin Tarantula,95,3006,0,44,66721,128,291,170,522,110,100,100,129,100,100,34,390,0,1111228416,100,0,true,false,0,30000,
ZHAKAR,Zhakar,95,1000000,0,0,0,128,291,340,1044,110,100,100,129,100,100,34,65535,0,1232348160,-100,0,true,false,0,30000,
ANTHORTHEMAD,Anthor the Mad,100,6500,0,0,369905,135,306,0,0,115,104,104,135,104,104,35,410,0,1112014848,100,0,true,false,0,30000,
ArenaMobXP100,Arena experience monster (level 100),100,3259,0,0,22247,1,4,0,0,115,104,104,135,104,104,35,410,0,1112014848,100,0,true,false,0,30000,
Bthastan,B'thastan,100,3259,0,9,14831,0,0,179,550,115,104,104,135,0,104,0,410,0,1078525952,100,0,true,false,0,30000,
Centaur Archer,Archer centaure,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Centaur King,Roi centaure,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Centaur Shaman,Chaman centaure,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Centaur Warrior,Guerrier centaure,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
DOPPELGANGER,Doppelganger,100,50000,0,0,0,1,5,0,0,115,104,104,135,104,104,35,0,0,0,100,0,true,false,0,30000,
Dragon,Dark Fang,100,1000000,0,0,0,1,4,0,0,20,22,24,20,10000,21,22,65535,0,1232348160,-100,0,true,false,0,30000,
FENRIR,Fenrir,100,6500,0,0,369905,135,306,0,0,115,104,104,135,104,104,35,410,0,1112014848,100,0,true,false,0,30000,
Forest Guardian,Gardien de la forêt,100,3259,0,0,0,135,306,0,0,85,74,74,285,0,74,0,410,0,1078525952,-100,0,true,false,0,30000,Light healing potion:0.15
JORMUNGAND,Jormung and,100,6500,0,0,369905,135,306,0,0,115,104,104,135,104,104,35,410,0,1112014848,100,0,true,false,0,30000,
KAHPLETHGUARD11,monstre,100,32590,0,4,74158,135,306,179,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
KAHPLETHGUARD2,A Skraug Guard,100,32590,0,4,74158,135,306,179,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
KAHPLETHGUARD21,monstre,100,32590,0,4,74158,135,306,179,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
Lich,Lich,100,10000,0,0,0,1,10,0,0,100,100,100,100,0,100,0,100,0,1079574528,0,0,true,false,0,30000,
MOONTUGGUARD1,A Skraug Sentry,100,32590,0,4,74158,135,306,189,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
MOONTUGGUARD11,monstre,100,32590,0,4,74158,135,306,189,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
MOONTUGGUARD2,A Sentry,100,32590,0,4,74158,135,306,189,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
MOONTUGGUARD21,monstre,100,32590,0,4,74158,135,306,189,550,115,104,104,135,104,104,35,410,0,1112014848,-100,0,true,false,0,30000,
OLINHAAD3,Olin Haad,100,1000000,0,0,0,70,159,0,0,200,220,240,200,250,210,220,1,0,1176256512,-100,0,true,false,0,30000,
Robin Hood,Robin des Bois,100,5000,0,1,1,20,46,1,1,100,100,100,100,0,100,0,100,0,1079574528,100,0,true,false,0,30000,
Shadow Demon,Démon de l'ombre,100,3259,0,9,14831,135,306,179,550,115,104,104,135,0,104,0,410,0,1078525952,100,0,true,false,0,30000,Mana prism:0.01|Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001
Skeleton King,Roi Squelette,100,10000,0,0,0,1,10,0,0,100,100,100,100,0,100,0,100,0,1079574528,0,0,true,false,0,30000,
Skeleton Servant 1,Serviteur squelette 1,100,10000,0,0,0,1,10,0,0,100,100,100,100,0,100,0,100,0,1079574528,0,0,true,false,0,30000,
Skeleton Servant 2,Serviteur squelette 2,100,10000,0,0,0,1,10,0,0,100,100,100,100,0,100,0,100,0,1079574528,0,0,true,false,0,30000,
Skraug Peon,Péon Skraug,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Skraug Shaman,Chaman Skraug,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Skraug Shaman 2,Chaman Skraug 2,100,1000,0,0,0,1,10,0,0,100,100,100,100,0,100,0,0,0,1076101120,0,0,true,false,0,30000,
Skraug Skavenger,"Skraug, le skavenger",100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Skraug Warrior,Guerrier Skraug,100,1000,0,0,0,1,100,0,0,100,100,100,100,0,100,0,100,0,1079574528,-100,0,true,false,0,30000,
Skraug peon 2,Skraug Péon 2,100,100,0,0,0,1,10,0,0,100,100,100,100,0,100,0,0,0,1072693248,0,0,true,false,0,30000,
Skraug skavenger 2,Skraug Scavenger 2,100,1000,0,0,0,1,10,0,0,100,100,100,100,0,100,0,0,0,1076101120,0,0,true,false,0,30000,
Skraug warrior 2,Guerrier Skraug 2,100,100,0,0,0,1,10,0,0,100,100,100,100,0,100,0,10,0,1076101120,0,0,true,false,0,30000,
TimeElemental,Élémentaire du temps,100,100000,0,0,0,0,0,0,0,500,500,500,500,0,500,0,1000,0,1079574528,100,0,true,false,0,30000,
VENADAR,A Frightening Beast,100,1879,0,0,0,85,194,0,0,85,77,77,99,77,77,29,290,0,1108082688,-100,0,true,false,0,30000,
MOBNEOFLARE1,Ne of Lare,110,3797,0,47,90380,148,337,197,605,125,113,113,147,113,113,37,450,0,1113325568,100,0,true,false,0,30000,
ArenaMobXP120,Arena experience monster (level 120),120,4373,0,0,32571,1,4,0,0,135,122,122,159,122,122,39,490,0,1114636288,100,0,true,false,0,30000,
Bthonian,B'thonian,120,4373,0,9,21714,0,0,215,660,135,122,122,159,0,122,0,490,0,1078853632,100,0,true,false,0,30000,Shiny silver key:0.15
Oracle Quickness Guardian,Élémentaire du temps,120,4373,0,9,21714,0,0,215,660,135,122,122,159,0,122,0,490,0,1078853632,100,0,true,false,0,30000,
Bthurkhan,B'thurkhan,125,4677,0,10,23665,0,0,224,687,140,127,127,165,0,127,0,510,0,1078919168,100,0,true,false,0,30000,Solid gold key:0.15
ORACLEGUARDIAN1B,A Timeless Guardian,125,4677,0,50,118327,169,383,224,687,140,127,127,165,127,127,40,510,0,1115160576,100,0,true,false,0,30000,
ORACLEGUARDIAN1D,A Timeless Guardian,125,4677,0,50,118327,169,383,224,687,140,127,127,165,127,127,40,510,0,1115160576,100,0,true,false,0,30000,
ORACLEGUARDIAN1E,A Timeless Guardian,125,4677,0,50,118327,169,383,224,687,140,127,127,165,127,127,40,510,0,1115160576,100,0,true,false,0,30000,
Oracle Gate Guardian 1,Gardien éthéré,125,4677,0,10,23665,0,0,224,687,140,127,127,165,0,127,0,510,0,1078919168,100,0,true,false,0,30000,
Oracle Gate Guardian 2,Gardien éthéré,125,4677,0,10,23665,0,0,224,687,140,127,127,165,0,127,0,510,0,1078919168,100,0,true,false,0,30000,
ArenaMobXP130,Arena experience monster (level 130),130,4988,0,0,38537,1,4,0,0,145,131,131,171,131,131,41,530,0,1115815936,100,0,true,false,0,30000,
ORACLEVULNERABLEGUARDIAN,Oracle Gatekeeper,130,4988,0,51,128457,125,348,233,715,145,131,131,171,131,131,41,780,0,1115815936,100,0,true,false,0,30000,
Oracle Invulnerable Guardian,Gardien d'accès Oracle,130,498800,0,0,0,125,348,0,0,145,131,131,171,0,131,0,780,0,1090021872,100,0,true,false,0,30000,
ArenaMobXP140,Arena experience monster (level 140),140,5641,0,0,45172,1,4,0,0,155,140,140,183,140,140,43,570,0,1116471296,100,0,true,false,0,30000,
Time Guardian,Gardien du temps,140,5641,0,10,30115,149,389,251,770,155,140,140,183,0,140,0,570,0,1079083008,100,0,true,false,0,30000,
Undead Sentinel,Une sentinelle morte-vivante,140,5641,0,10,30115,189,429,251,770,155,140,140,183,0,140,0,570,0,1079083008,100,0,true,false,0,30000,
ArenaMobXP150,Arena experience monster (level 150),150,6334,0,0,52432,1,4,0,0,165,149,149,195,149,149,45,610,0,1117126656,100,0,true,false,0,30000,
GABRIELARCHONIS,Gabriel Archonis,150,10000000,0,0,0,1,5,0,0,165,149,149,195,149,149,45,0,0,1176255488,-100,0,true,false,0,30000,
GAENENELTHORN,Gaenen Elthorn,150,10000000,0,0,0,1,5,0,0,165,149,149,195,149,149,45,0,0,1176255488,-100,0,true,false,0,30000,
HARVESTEROFLIFE,Harvester of Life,150,12700,0,0,174770,203,460,0,0,165,149,149,195,149,149,45,610,0,1117126656,100,0,true,false,0,30000,
MAKRSHPTANGHSPAWNER,An Undead Guardian,150,6334,0,15,45000,203,460,269,825,165,149,149,195,149,149,45,610,0,1117126656,100,0,true,false,0,30000,
MOBYOGGOTHWORM1,Yoggoth Worm,150,1497,0,32,24348,70,159,107,330,75,68,68,87,68,68,27,250,0,1106247680,50,0,true,false,0,30000,
SKRAUGBIGWORVIKTOR,Skraug Bigworviktor,150,2301,0,40,47045,108,245,143,440,95,86,86,111,86,86,31,330,0,1109393408,100,0,true,false,0,30000,
SKRAUGBLUDFIGHTOR,Skraug Bludfightor,150,1801,0,35,31845,82,187,122,374,83,76,76,96,76,76,28,282,0,1107820544,100,0,true,false,0,30000,
SKRAUGMADLIMBMANGLOR,Skraug Madlimbmanglor,150,2044,0,37,38173,91,208,133,407,89,81,81,103,81,81,29,306,0,1108606976,100,0,true,false,0,30000,
SKRAUGMUNCHHUNTOR,Skraug Munchhuntor,150,966,0,26,12870,48,109,89,242,59,54,54,67,54,54,23,186,0,1102053376,100,0,true,false,0,30000,
SKRAUGPROTEKTERRITOR,Skraug Protekterritor,150,1426,0,31,22704,67,153,104,319,73,67,67,84,67,67,26,242,0,1105723392,100,0,true,false,0,30000,
SKRAUGTOTEMHERBDOKTOR,Skraug Totemherbdoktor,150,2086,0,37,39279,93,211,134,412,90,82,82,105,82,82,30,310,0,1108606976,100,0,true,false,0,30000,
Time Protector,Protecteur de temps,150,6334,0,11,34954,0,0,269,825,165,149,149,195,0,149,0,610,0,1079164928,100,0,true,false,0,30000,Bracer of leaves:0.05
Undead Guardian,Un gardien mort-vivant,150,6334,0,11,34955,203,460,269,825,165,149,149,195,0,149,0,610,0,1079164928,100,0,true,false,0,30000,
ArenaMobXP160,Arena experience monster (level 160),160,7065,0,0,63251,1,4,0,0,175,158,158,207,158,158,47,650,0,1117782016,100,0,true,false,0,30000,
ArenaMobXP170,Arena experience monster (level 170),170,7834,0,0,106624,1,4,0,0,185,167,167,219,167,167,49,690,0,1118437376,100,0,true,false,0,30000,
ArenaMobXP180,Arena experience monster (level 180),180,8643,0,0,159844,1,4,0,0,195,176,176,231,176,176,51,730,0,1119092736,100,0,true,false,0,30000,
ArenaMobXP190,Arena experience monster (level 190),190,9490,0,0,224009,1,4,0,0,205,185,185,243,185,185,53,770,0,1119748096,100,0,true,false,0,30000,
ArenaMobXP200,Arena experience monster (level 200),200,10375,0,0,300213,1,4,0,0,215,194,194,255,194,194,55,810,0,1120403456,100,0,true,false,0,30000,
EXITGATE,An Exit Gate,200,1000000,0,0,0,1,4,0,0,500,500,500,500,500,500,500,65535,0,1232348160,-100,0,true,false,0,30000,
MakrshPtangh2,Makrsh P'Tangh,200,52500,0,50,200000,1,10,400,1500,215,194,194,255,200,200,55,890,0,100,100,0,true,false,0,30000,item.black_locust_composite_bow_3:0.03|item.ancient_two_handed_sword_3:0.01|item.ancient_broad_axe_3:0.01|item.ancient_morningstar_3:0.01|item.shield_of_the_ages:0.02|item.ancient_platemail_armor:0.01|item.ancient_plate_protector:0.04|item.ancient_platemail_gauntlets:0.05|item.ancient_platemail_helmet:0.02|item.ancient_platemail_leggings:0.04|item.ancient_platemail_boots:0.05
ArenaMobXP225,Arena experience monster (level 225),225,12761,0,0,551278,1,4,0,0,240,217,217,285,217,217,60,910,0,1121976320,100,0,true,false,0,30000,
Lesser Drake,Petit Drake,250,15385,0,0,0,1,10,449,1375,265,239,239,315,0,239,0,1010,0,1079984128,50,0,true,false,0,30000,
ArenaMobXP300,Arena experience monster (level 300),300,21361,0,0,1996275,1,4,0,0,315,284,284,375,284,284,75,1210,0,1125515264,100,0,true,false,0,30000,
ArenaMobXP325,Arena experience monster (level 325),325,24716,0,0,2781103,1,4,0,0,340,307,307,405,307,307,80,1310,0,1126301696,100,0,true,false,0,30000,
ArenaMobXP350,Arena experience monster (level 350),350,28306,0,0,3757615,1,4,0,0,365,329,329,435,329,329,85,1410,0,1127153664,100,0,true,false,0,30000,
ArenaMobXP375,Arena experience monster (level 375),375,32144,0,0,4953688,1,4,0,0,390,352,352,465,352,352,90,1510,0,1127940096,100,0,true,false,0,30000,
ArenaMobXP400,Arena experience monster (level 400),400,36217,0,0,6396077,1,4,0,0,415,374,374,495,374,374,95,1610,0,1128792064,100,0,true,false,0,30000,
ArenaMobXP425,Arena experience monster (level 425),425,40540,0,0,8113191,1,4,0,0,440,397,397,525,397,397,100,1710,0,1129578496,100,0,true,false,0,30000,
ArenaMobXP450,Arena experience monster (level 450),450,45097,0,0,10138310,1,4,0,0,465,419,419,555,419,419,105,1810,0,1130430464,100,0,true,false,0,30000,
ArenaMobXP475,Arena experience monster (level 475),475,49903,0,0,12501070,1,4,0,0,490,442,442,585,442,442,110,1910,0,1131216896,100,0,true,false,0,30000,
ArenaMobXP500,Arena experience monster (level 500),500,54943,0,0,15236180,1,4,0,0,515,464,464,615,464,464,115,2010,0,1132068864,100,0,true,false,0,30000,
Greater Drake,Grand Drake,500,54943,0,0,0,676,1533,899,2750,515,464,464,615,0,464,0,2010,0,1081032704,50,0,true,false,0,30000,
Arch Drake,Arch Drake,1000,206623,0,0,0,1353,3067,1799,5500,1015,914,914,1215,0,914,0,4010,0,1082081280,50,0,true,false,0,30000,
Test Skeleton Centaur,Test du Centaure Squelette,1000,500,0,1,1,11,20,1,1,100,100,100,100,0,100,0,10,0,1076101120,100,0,true,false,0,30000,
